id,title,Rating,maincateg,platform,actprice1,norating1,noreviews1,star_5f,star_4f,star_3f,star_2f,star_1f,fulfilled1
13979,Trendy Casuals For Men  (Black),3.9,Men,Flipkart,999,2824,292,1513,425,328,190,368,1
16959,Men Blue Sandal,4.2,Men,Flipkart,849,9548,1407,5368,2419,874,342,545,1
407,SL 165 Walking Shoes For Women  (Pink),4.4,Women,Flipkart,1039,437,70,224,130,33,7,16,1
16667,Awesome Boots For Women  (Brown),4.2,Women,Flipkart,3990,43,7,29,5,4,1,5,1
3405,Boots New Look Boots For Women  (Red),4.2,Women,Flipkart,1899,17,4,9,6,0,0,2,0
942,Men Jute Juti Jutis For Men  (Gold),3.7,Men,Flipkart,458,154,17,67,27,47,4,14,0
19330,Women Grey Wedges Sandal,3.5,Women,Flipkart,799,8,1,4,2,0,2,1,1
6765,Men SM-379 Grey Fluorescent Green Walking Shoes For Men  (Grey),4.3,Men,Flipkart,1449,21697,3502,12427,5647,1933,600,1090,1
4627,STYLISH-RED Sneakers For Men  (Red),3.9,Men,Flipkart,499,136,9,77,19,9,5,26,0
11516,Jutis Mojaris Jutis For Men  (Black),4,Men,Flipkart,1699,25,4,15,1,6,1,2,0
10245,Flip Flops,4.1,Men,Flipkart,699,1333,164,711,336,130,48,108,0
18883,Jutis For Women  (Multicolor),3.9,Women,Flipkart,999,37,6,22,6,1,1,7,1
7693,Stylish Flat Mules for women Bellies For Women  (Beige),4,Women,Flipkart,699,2270,318,1117,536,305,130,182,1
12274,Men Black Sandal,,Men,Flipkart,2599,443,72,211,133,48,21,,1
16426,Walking Shoes For Women  (Purple),4.4,Women,Flipkart,5199,260,34,167,59,12,8,14,1
2392,Women Tan Wedges Sandal,3.4,Women,Flipkart,2290,30,2,8,8,7,1,6,1
8332,"Women Grey, Orange Sports Sandal",4.3,Women,Flipkart,799,212,41,123,59,12,9,9,1
3648,Men Blue Sandal,4.2,Men,Flipkart,849,9548,1407,5368,2419,874,342,545,1
7614,Women Black Flats Sandal,3.9,Women,Flipkart,599,559,64,257,143,68,35,56,1
15310,"Women Black, Beige Flats Sandal",4.1,Women,Flipkart,499,56,10,27,17,5,3,4,1
7731,Running Shoes For Men  (Navy),4,Men,Flipkart,999,53097,6453,28696,9975,6693,2823,4910,0
12255,Slippers,4.3,Women,Flipkart,1199,74,14,41,17,6,1,5,1
11553,Women Dark Brown Ethnic Mule For Women  (Burgundy),3.7,Women,Flipkart,1199,29,6,12,6,5,2,4,0
9426,"Women SL-124 Navy Blue Pink Running Shoes For Women  (Navy, Pink)",4.3,Women,Flipkart,999,17119,2301,9662,5025,1421,366,643,1
3364,Slippers,3.5,Men,Flipkart,499,37,3,8,13,8,5,3,0
16341,Men Brown Sports Sandal,4.2,Men,Flipkart,2995,1450,211,787,395,127,46,95,1
11994,Men Multicolor Flats Sandal,3.9,Men,Flipkart,1499,2776,379,1337,570,385,193,291,1
1211,Comfortable Stylish Latest Design Walking Shoes For Women  (Pink),4.1,Women,Flipkart,999,1946,303,1045,421,226,103,151,1
19586,Perfect Stylish Girls Sneakers For Women  (Pink),4.1,Women,Flipkart,999,318,47,182,61,19,17,35,1
5230,Synthetic Leather Casual Partywear Boots Casaul Shoes For Women's And Girls Boots For Women  (Tan),4.1,Women,Flipkart,999,515,77,279,124,53,19,37,1
16932,Slides,3.8,Men,Flipkart,999,3934,438,1990,630,474,275,565,1
3426,Running Shoes For Women  (Pink),3.9,Women,Flipkart,1499,758,115,320,233,98,42,65,1
19068,"2 Combo Shoes For Girls Stylish Lastes Fashion Casual Canvas Sneakers Sneakers For Women  (Navy, Pink)",,Women,Flipkart,998,363,53,161,77,46,27,,1
20309,Women Brown Wedges Sandal,4.2,Women,Flipkart,999,273,35,159,53,32,10,19,0
15921,Women Black Flats Sandal,3.9,Women,Flipkart,599,6101,723,3042,1207,818,451,583,1
5934,Men Blue Sandal,4,Men,Flipkart,2999,66,2,33,16,5,7,5,1
16931,Flip Flops,3.4,Men,Flipkart,999,152,19,68,15,14,15,40,1
7197,MCW-145 Running Shoes For Men  (Multicolor),3.8,Men,Flipkart,1299,17201,2435,7829,3136,2657,1354,2225,1
10081,Jutis For Women  (Multicolor),4.1,Women,Flipkart,999,180,23,100,32,22,10,16,0
15625,SALTZ Lace Up For Men  (Black),3.9,Men,Flipkart,2999,66,4,34,13,7,4,8,1
17799,"BMW MMS Drift Cat 7 Ultra Motorsport Shoes For Women  (Black, White)",,Women,Flipkart,6999,5,2,,0,2,0,0,1
4064,Bellies For Women  (Off White),3.3,Women,Flipkart,499,37,6,10,5,13,5,4,1
3495,100% Comfort Extra soft Slippers for Women Flip Flops,4,Women,Flipkart,309,1930,258,964,424,267,121,154,1
3984,Women Black Heels Sandal,3.5,Women,Flipkart,999,4,0,1,2,0,0,1,1
4530,VERTIGO W Running Shoes For Women  (Black),4.2,Women,Flipkart,2799,615,71,326,188,53,24,26,0
6531,COMFORT Casual Every day Sneakers For Men  (Yellow),4,Men,Flipkart,999,59,5,32,8,9,5,5,1
7736,REMO Slip On Shoes For Men  (Brown),4.1,Men,Flipkart,1199,736,129,377,198,78,32,51,1
14959,SF0049G Flip Flops,4.1,Men,Flipkart,399,21054,2532,11523,4995,2145,894,1497,1
10151,Jutis For Men  (Black),4.1,Men,Flipkart,999,7,0,5,0,1,0,1,0
11423,Walking Shoes For Men  (Grey),3.8,Men,Flipkart,999,24464,2786,12030,3828,3096,1795,3716,0
14204,Mojaris For Women  (Gold),3.8,Women,Flipkart,799,5,1,2,2,0,0,1,0
18574,Basket Heart Patent Wn s Sneakers For Women  (Purple),4.2,Women,Flipkart,5999,872,96,518,177,70,31,76,1
10055,Flip Flops,4.2,Men,Flipkart,999,241,40,138,51,32,8,12,1
7169,strap bellie Bellies For Women  (Pink),3.9,Women,Flipkart,999,542,73,249,128,72,42,51,1
3456,Women Tan Heels Sandal,4.1,Women,Flipkart,655,5924,1025,3024,1456,711,255,478,0
132,Slides,4.2,Men,Flipkart,2009,29,2,23,8,5,5,2,1
14661,Women SFL-19 Black Red Flip Flops,4.2,Women,Flipkart,269,7657,880,4163,1892,783,306,513,1
10474,Black Transparent Slides,4,Women,Flipkart,399,1770,256,910,345,231,102,182,1
18873,Women Gold Wedges Sandal,3.9,Women,Flipkart,1899,607,65,279,139,79,40,70,0
12287,Women Neutral Wedges Sandal,4,Women,Flipkart,999,1134,171,600,242,136,53,103,1
16342,Black Fur Bear Sliders Slides,4.1,Women,Flipkart,499,3507,455,1946,753,383,178,245,1
3913,Sneakers For Men  (White),3.9,Men,Flipkart,999,179,16,93,25,29,7,25,0
6377,Handmade Velvet Ethnic Punjabi Rajasthani Jutti Slip On For Women  (Bronze),3.8,Women,Flipkart,999,77,6,36,14,10,7,10,0
14857,Women Red Bellies Sandal,4,Women,Flipkart,1299,2817,381,1531,463,309,197,317,0
16593,DROGO 2.0 M Running Shoes For Men  (White),4.1,Men,Flipkart,2699,21,2,12,3,4,1,1,1
18772,Bellies For Women  (Black),4.1,Women,Flipkart,599,81,9,46,16,10,3,6,0
19268,Women's Running Shoes White Aqua-09 Running Shoes For Women  (White),3.7,Women,Flipkart,699,69,15,27,21,6,3,12,1
2118,Rocking Long Boots For Men  (Brown),4,Men,Flipkart,499,6738,961,3673,1139,829,376,721,0
16470,Cilia Sneakers For Women  (White),4.4,Women,Flipkart,4499,179,30,121,33,12,7,6,1
4832,Bellies For Women  (Blue),3.6,Women,Flipkart,599,70,7,27,14,12,9,8,1
20174,Women Black Heels Sandal,3.3,Women,Flipkart,999,70,11,25,11,8,10,16,0
13963,Loafers For Men  (Tan),4,Men,Flipkart,999,5449,639,2880,1019,630,307,613,1
10275,"Women Black, Tan Flats Sandal",3.8,,Flipkart,699,99,10,46,18,20,6,,1
12653,SL-138 Casuals For Women  (White),4.1,Women,Flipkart,625,368,68,201,79,51,11,26,1
10132,Jaipuri velvet Jutis Jutis For Women  (Red),3.6,Women,Flipkart,499,211,23,96,29,29,17,42,0
14223,Men Black Flats Sandal,4.3,Men,Flipkart,3299,92,12,60,14,10,2,6,0
13163,Boots For Women  (Black),3.5,Women,Flipkart,1299,32,3,14,5,3,3,7,1
3425,Embroidery Work Jutis For Women  (Multicolor),3.4,Women,Flipkart,699,70,10,23,14,13,7,13,0
12748,"SL-154 Walking Shoes For Women  (Black, Pink)",4.2,Women,Flipkart,999,362,35,198,98,29,9,28,0
10646,Women Pink Flats Sandal,3.6,Women,Flipkart,549,549,72,235,91,91,46,86,1
78,Red Gold Wedding Sharwani Jutti Party Wear For Men  (Gold),4.2,Men,Flipkart,744,74,9,55,22,7,4,5,0
6319,Women Grey Wedges Sandal,4.6,Women,Flipkart,999,7,2,4,3,0,0,0,0
10683,Flip Flops,4,Women,Flipkart,1298,24,3,13,4,3,2,2,1
2387,Chroma Knit Wn s Training & Gym Shoes For Women  (Beige),3.9,Women,Flipkart,4299,11,2,6,1,2,1,1,1
16068,Downshifter 10 Running Shoes For Men  (Blue),4.3,Men,Flipkart,3995,1059,190,654,236,77,26,66,1
14828,Jalsa Jutti For Men Jutis For Men  (Black),3.6,Men,Flipkart,999,55,2,26,6,10,2,11,0
3556,0257 Slip On For Men  (Brown),3.9,Men,Flipkart,999,1738,229,852,315,261,112,198,0
19764,ENERGY RUNNER LP Running Shoes For Men  (Blue),4.2,Men,Flipkart,2499,2994,429,1669,757,313,82,173,1
6238,Women Tan Heels Sandal,4.4,Women,Flipkart,1990,37,7,20,12,4,0,1,1
7006,Slides,3.7,Women,Flipkart,599,98,7,42,22,11,10,13,1
9019,Ethnic handmade designer Jutis For Women  (Multicolor),5,Women,Flipkart,499,1,1,1,0,0,0,0,0
2080,Slippers,3.8,Women,Flipkart,998,74,8,33,12,13,4,10,1
2027,Slides,4.9,Women,Flipkart,499,9,1,8,1,0,0,0,0
2558,Slipper for Women's Flip Flops Slides Home Open Toe Non Slip Green Slippers,3.7,Women,Flipkart,599,95,17,42,20,7,12,14,0
16894,JUTI / bellies Bellies For Women  (Red),,,Flipkart,899,9,1,4,1,1,1,,0
15277,Women Blue Bellies Sandal,4.1,Women,Flipkart,999,311,53,167,67,40,15,23,0
734,"Men-9097 Latest Collection of Stylish Casual Comfortable Sports Shoes Running Shoes Sneakers For Men  (White, Grey)",3.7,Men,Flipkart,1027,999,102,821,173,145,59,236,1
18062,Slip On For Men  (Tan),3.6,Men,Flipkart,1299,10,1,6,0,1,0,3,0
2647,Men Olive Sandal,4,Men,Flipkart,899,3589,494,1832,827,415,182,333,1
3486,Boots For Men  (Brown),4.1,Men,Flipkart,999,30104,3383,18348,4425,2806,1577,2948,0
13238,Jutis For Women  (Multicolor),3.8,Women,Flipkart,1299,439,42,211,79,66,30,53,0
14561,"Women SL-124 Navy Blue Pink Running Shoes For Women  (Navy, Pink)",,Women,Flipkart,999,17117,2296,,5025,1421,366,,1
11238,Pkkart Womens Casual Stylish Comfort High heel Flip flop Combo (Pack Of 2) Slippers,3.8,Women,Flipkart,999,909,140,415,161,157,72,104,0
12284,Women Flats Sandal,3.8,Women,Flipkart,799,536,63,213,158,83,21,61,1
10173,Men's Black Valvat Wedding & Sherwani jutis Jutis For Men  (Black),3.8,Men,Flipkart,799,84,4,51,7,5,2,19,0
2589,Combo Pack of 2 Latest Collection Stylish Loafers Sneakers Shoes For Women Slip On Sneakers For Women  (Multicolor),3.9,Women,Flipkart,998,102,25,40,33,17,6,6,1
603,GO WALK 4 GLORIFY Walking Shoes For Women  (Black),4.5,Women,Flipkart,5188,104,14,116,34,6,2,6,1
16141,Jutis For Women  (Black),4.2,Women,Flipkart,599,13,3,7,3,2,0,1,0
15251,Women Pink Wedges Sandal,4.1,Women,Flipkart,1990,271,35,139,64,29,15,23,1
13038,Women Black Heels Sandal,3.9,Women,Flipkart,999,166,25,81,32,24,12,17,0
4701,For Women  (White),3.9,Women,Flipkart,1299,54,3,26,13,4,4,7,0
10409,Girls Stylish Casual Sports Shoe Sneakers For Women  (White),4,Women,Flipkart,999,142,21,74,32,16,8,12,1
17522,Sparx Men SM-192 Casual Shoes,4,Men,Amazon,1147,629,437,9,5,12,23,50,0
18511,Women Beige Heels Sandal,4,Women,Flipkart,999,2795,380,1362,670,390,154,219,0
6701,Men's Cream Printed Fabric Velvet Jutis For Men  (Beige),3.8,Men,Flipkart,999,380,52,184,63,49,23,61,0
7976,Women Red Bellies Sandal,4.9,Women,Flipkart,2198,7,4,6,1,0,0,0,0
1532,Women Grey Sports Sandal,,,Flipkart,3795,280,29,157,78,22,12,11,1
11679,Slides,4,Men,Flipkart,499,483,63,271,84,49,30,49,1
8906,Women Blue Sports Sandal,4.3,Women,Flipkart,1599,64,6,31,23,6,3,1,1
5115,Men's Cream Printed Fabric Velvet Jutis For Men  (Beige),3.8,Men,Flipkart,999,380,52,184,63,49,23,61,0
6714,"Latest Ladies Inner High Heel Sports SUP Lace Running Shoes,Super Soft and comfortable Sneakers Running Shoes For Women  (Pink)",4.3,Women,Flipkart,1599,2087,428,1343,401,155,59,130,1
926,Combo of 3 Relax Reflexology Sandals Accupressure Slippers Non-Slip Healthy Flip Flop for Men Flip Flops,4.1,Men,Flipkart,1411,36,5,20,7,3,1,5,0
12892,DOCTOR EXTRA SOFT Flat Ortho Care Diabetic Orthopaedic Comfort Dr Slippers and Flipflops For Women's and Girl's Slippers,4.1,Women,Flipkart,599,10443,1220,5357,2795,1224,460,612,1
9882,Jutis For Women  (Blue),4,Women,Flipkart,499,2663,366,1455,427,317,178,286,0
2680,Women Copper Heels Sandal,4.5,Women,Flipkart,999,101,11,68,16,6,3,3,1
17369,GREYJOY Lace Up For Men  (Black),3.8,Men,Flipkart,2499,356,52,156,96,33,27,44,1
14987,Women Brown Flats Sandal,4.1,Women,Flipkart,999,414,55,218,99,58,17,22,1
17378,BLACK LEATHER NAGRA Jutis For Men  (Black),4.5,Men,Flipkart,999,11,1,7,3,1,0,0,0
6065,Women Grey Flats Sandal,4.1,Women,Flipkart,1299,550,90,,123,55,22,43,0
8420,"Women Black, Tan Wedges Sandal",3.9,Women,Flipkart,999,604,82,304,115,80,40,65,0
9837,NCC COMMANDO COMBAT BOOTS Boots For Men  (Black),4,Men,Flipkart,1499,546,67,295,96,54,41,60,1
1987,Boots For Women  (Black),4.5,Women,Flipkart,999,27,6,18,5,4,0,0,0
8921,Treadfit Heartbeat Sneakers Casual Water Resistant Shoes Sneakers For Men  (White),3.9,Men,Flipkart,999,3074,399,1576,511,395,181,411,1
17873,"D-SNEAKERZ Sneakers Shoes for Men Boys Latest, Mens Sneakers Shoes Casual",3.6,Men,Amazon,699,128,40,16,7,16,27,35,0
6064,Women Black Flats Sandal,4.1,Women,Flipkart,999,375,50,177,107,53,16,22,1
9960,Women Black Heels Sandal,4.2,Women,Flipkart,999,76,15,48,12,6,6,4,0
5678,"Casual sneakers,outdoors,dancingshoes Sneakers For Men  (Yellow)",3.8,Men,Flipkart,999,963,110,491,135,112,76,149,1
20775,DYNAMIGHT 2.0-QUICK CONCEPT Running Shoes For Women  (Black),4.6,Women,Flipkart,3799,83,12,59,19,4,0,1,1
11212,Running Shoes For Men  (Orange),4,Men,Flipkart,999,72,6,42,7,10,7,6,0
16787,Slippers,3.8,Women,Flipkart,599,579,71,275,127,63,36,78,0
16752,"2 Combo Shoes For Girls Stylish Lastest Fashion Casual Sports Canvas Sneakers Sneakers For Women  (Navy, Navy)",4,Women,Flipkart,998,80,16,39,22,7,7,5,1
12779,Women Red Wedges Sandal,4,Women,Flipkart,999,2647,465,1332,633,341,155,186,0
3735,"Walking Shoes For Women  (Beige, Purple)",4.2,Women,Flipkart,999,376,54,202,101,41,13,21,0
16479,PrasKing Premium White Canvas Casual Sneaker Shoes for Women,3.4,Women,Amazon,546,309,135,22,8,12,23,36,1
197,Women Gold Wedges Sandal,3.8,Women,Flipkart,879,543,101,303,189,6,35,104,1
179,Women Pink Flats Sandal,4,Women,Flipkart,832,116,16,50,23,26,5,7,0
5402,Women Beige Flats Sandal,4.2,Women,Flipkart,599,3414,471,1881,813,424,125,171,1
15264,High Ankle Suede Boots For Womens And girls Boots For Women  (Black),4.4,Women,Flipkart,999,10,3,6,2,2,0,0,0
9859,Flip Flops,3.3,Women,Flipkart,499,4,1,1,1,0,2,0,0
7627,Women Gold Wedges Sandal,3.9,Women,Flipkart,999,104,15,53,18,13,8,12,0
15141,Mojari Mojaris For Men  (Tan),3.9,Men,Flipkart,999,237,23,111,58,30,14,24,1
14720,Flip Flops,4.2,Women,Flipkart,379,367,49,197,98,35,10,27,1
13239,Zipper Boots For Women And Girls Boots For Women  (Tan),4,Women,Flipkart,999,288,47,152,60,28,11,37,0
10838,Wedding and Party Wear Ethnic Jlsa Juttis Jutis For Men  (Tan),3.7,Men,Flipkart,999,25,2,13,3,3,1,5,0
7100,Women Tan Flats Sandal,4.1,Women,Flipkart,799,37,7,18,12,3,1,3,1
4342,Synthetic office formal shoes Slip On For Men  (Brown),4,Men,Flipkart,1499,20,1,7,7,5,1,0,0
12290,EVAZURE DMX LITE 2.0 Walking Shoes For Women  (Grey),4.6,Women,Flipkart,5499,19,3,13,4,2,0,0,1
16336,Black Jute Velvet Slip On Kolhapuris Kolhapuris For Men  (Black),3.7,Men,Flipkart,843,63,4,27,11,13,4,8,0
13379,Women Black Heels Sandal,3.9,Women,Flipkart,799,585,63,302,105,79,36,63,0
7392,Slip On For Men  (Black),4.1,Men,Flipkart,2699,3028,385,1538,786,308,127,269,1
3049,"Jutis For Women  (Red, Gold)",4.1,Women,Flipkart,599,110,9,63,20,12,4,11,0
1896,WOMEN BOOT Boots For Women  (Pink),4.3,Women,Flipkart,999,2495,517,1541,476,260,81,138,0
12495,Running Shoes For Men  (Black),3.9,Men,Flipkart,1299,5580,662,2861,998,704,372,645,1
2314,Women Beige Wedges Sandal,3.9,Women,Flipkart,1299,318,56,149,70,53,15,31,1
4877,Jalsa Nagra Jutti Mojaris For Men Mojaris For Men Mocassin For Men  (White),3.9,Men,Flipkart,999,65,4,28,18,8,5,6,1
15669,Women Beige Flats Sandal,4.3,Women,Flipkart,999,215,23,119,66,16,7,7,1
5571,Mojaris For Men  (Brown),3.7,Men,Flipkart,999,35,3,19,4,2,3,7,0
5206,Men Navy Clogs Sandal,3.7,Men,Flipkart,799,65,6,30,14,7,1,13,0
10046,Sneakers For Women  (White),4.2,Women,Flipkart,999,195,32,120,25,31,7,12,1
18599,Men Multicolor Sports Sandal,4.1,Men,Flipkart,599,2423,408,1270,639,265,95,154,0
16873,Ethnic Mule For Women  (Multicolor),4.1,Women,Flipkart,599,19,4,13,1,2,0,3,0
6661,Perfect Stylish Girls Casual Shoes black Sneakers For Women  (Black),3.9,Women,Flipkart,999,1353,202,698,258,174,77,146,0
13047,Women Grey Flats Sandal,4.2,Women,Flipkart,699,316,51,178,76,35,9,18,1
17964,Slip On For Men  (Black),4,Men,Flipkart,999,733,83,416,97,86,36,98,0
3173,Zipper Synthetic Leather Casual Partywear New Design Stylish Boots For Women And Girls Boots For Women  (Pink),4.1,Women,Flipkart,999,728,106,424,136,74,30,64,1
1327,Women Beige Wedges Sandal,4.1,Women,Flipkart,999,184,25,103,36,21,11,15,1
20088,Black Full Leather Nagra Loafer shoes For Men  (Black),3.7,Men,Flipkart,999,351,39,174,48,43,24,62,0
2969,Women Black Heels Sandal,4,Women,Flipkart,999,423,65,217,95,48,27,36,1
4493,"Running Shoes For Women  (Black, Blue)",4.2,Women,Flipkart,3995,98,11,55,26,8,3,6,1
6825,Synthetic Leather Casual Stylish Partywear Boots Shoes For Womens And Girls Boots For Women  (Grey),4.1,Women,Flipkart,999,52,7,30,10,5,2,5,0
11233,Good Quality Boots For Women Boots For Women  (Black),4.1,Women,Flipkart,999,21,1,11,4,4,0,1,1
6793,Flip Flops,4.1,Women,Flipkart,998,450,81,235,101,58,22,32,1
9083,Women Copper Heels Sandal,4.1,Women,Flipkart,999,789,137,400,212,93,36,48,1
468,Women Off White Flats Sandal,3.8,Women,Flipkart,794,1058,97,392,255,262,88,146,1
5121,Women Pink Bellies Sandal,4.2,Women,Flipkart,799,808,115,442,193,85,34,54,0
1726,Rajasthani handmade floral designs ethnic wedding footwear traditional shoes mojari jaipuri juti punjabi jutti casual jutti indian jutti mojari women shoes Jutis For Women  (Pink),3.7,Women,Flipkart,999,105,15,53,19,9,4,21,0
12595,HYDRO LP Running Shoes For Men  (Blue),3.9,Men,Flipkart,4299,13,0,7,1,3,1,1,1
17935,Casual Shoes for Women sneakers Girls shoes latest stylish Sneakers For Women  (Green),4.2,Women,Flipkart,999,81,10,45,18,10,2,6,1
5430,Women Black Heels Sandal,3.7,Women,Flipkart,499,757,87,356,137,93,54,118,1
7683,Boots For Women  (Black),3.8,Women,Flipkart,499,558,96,259,102,96,39,62,0
5730,Earton Formal shoes for Men pack of 2 Combo(O)-1235-1240 Casuals For Men  (Multicolor),3.9,Men,Flipkart,998,34,6,17,4,9,0,4,1
20888,Party Wear + Formal Shoes Slip On For Men  (Black),4,Men,Flipkart,999,141,25,75,24,23,5,14,0
20352,Synthetic Leather Casual Partywear New Design Stylish Look Boots Shoes For Womens And Girls Boots For Women  (Grey),4.2,Women,Flipkart,1199,70,11,40,17,4,4,5,1
8397,RUSH M Running Shoes For Men  (Blue),4.2,Men,Flipkart,3599,577,85,327,139,54,23,34,1
19256,SFG-541 Slippers,4,Men,Flipkart,349,38787,4620,19465,9488,4845,1826,3163,1
9440,Red Chief Men's Casual Shoes,3.8,Men,Amazon,2236,283,152,14,6,8,25,47,1
6964,Training & Gym Shoes For Women  (Pink),4.4,Women,Flipkart,4499,12,2,10,2,3,1,0,1
17426,"Gold Red Antique Wedding Shoes Formal Shoes Handmade Jooti Ethnic Jutti Mens Mojari Jutis For Men  (Gold, Red)",4.2,Men,Flipkart,799,22,5,14,3,2,1,2,0
12674,Slides,3.2,Men,Flipkart,1497,6,1,2,1,0,2,1,1
8958,Women Multicolor Heels Sandal,3.9,Women,Flipkart,499,3015,404,1458,657,397,182,321,1
8151,Synthetic Leather Casual Partywear New Design Stylish Sneakers Shoes For Womens And Girls Sneakers For Women  (White),4,Women,Flipkart,999,358,46,182,77,60,3,36,1
633,GO STEP LITE - SWERVE Walking Shoes For Women  (Burgundy),4,Women,Flipkart,5851,20,2,16,5,3,2,4,1
11357,Bellies For Women  (Blue),3.6,Women,Flipkart,999,328,41,147,62,31,17,71,0
2511,SA 05 Slip On For Men  (Black),4.1,Men,Flipkart,999,3849,532,1929,1121,451,125,223,1
18658,Slip On For Women  (Black),3.6,Women,Flipkart,2299,15,2,8,0,3,1,3,1
4046,FORTUNER Running Shoes For Men  (Burgundy),4.5,Men,Flipkart,1799,48,10,29,13,6,0,0,0
11414,Women Pink Flats Sandal,3.7,Women,Flipkart,499,259,36,123,38,34,22,42,1
8187,Wedges For Women  (Red),4,Women,Flipkart,999,10,2,,2,1,2,,0
15236,"Latest Stylish Design-Modern Look Casual Moccasins for Women's & Girl's Latest | Fashionable Slip on Loafer, Office-Home Comfort Wear & Lightweight Loafers For Women  (Black)",4.2,Women,Flipkart,999,1260,214,677,346,113,48,76,1
18220,Derby For Men  (Brown),3.9,Men,Flipkart,1799,134,20,52,44,19,5,14,1
18804,Campo Wn s IDP Running Shoes For Women  (Blue),4,Women,Flipkart,4999,5,0,2,1,2,0,0,1
2824,Hellion Z W Running Shoes For Women  (Black),4.2,Women,Flipkart,3299,235,23,123,74,20,7,11,1
13689,Jutis For Women  (Pink),3.9,Women,Flipkart,499,869,105,464,147,100,54,104,0
12810,Women Brown Flats Sandal,4.1,Women,Flipkart,499,1796,210,951,417,204,72,155,1
15197,Derby For Men  (Tan),4.4,Men,Flipkart,2999,21,4,12,8,0,0,1,1
11379,Casuals For Men  (Black),3.9,Men,Flipkart,999,162,16,98,16,14,9,25,0
5983,RedBlack Marathon Walking Shoes For Men  (Red),4,Men,Flipkart,949,5231,775,2717,1162,605,277,470,1
7630,Women Black Wedges Sandal,4,Women,Flipkart,399,372,56,196,69,43,26,38,0
7585,Men Maroon Sandal,3.9,Men,Flipkart,1299,11,1,4,5,0,1,1,0
3855,Jutis For Men  (Beige),3.5,Men,Flipkart,599,6,3,2,0,3,1,0,0
20132,Flip Flops,3.9,Women,Flipkart,1598,402,33,0,0,0,0,0,0
6633,Women Black Heels Sandal,4.2,Women,Flipkart,599,235,47,133,51,26,8,17,1
3836,Men's Black ankle lenght High Tops For Men  (Tan),4,Men,Flipkart,999,7145,727,4293,905,714,418,815,0
11748,Women Pink Flats Sandal,4,Women,Flipkart,999,577,60,314,117,55,36,55,1
18097,"Boots , shoes For Men pack of 2 Combo(O)-604-397 Hiking & Trekking Shoes For Men  (Multicolor)",3.6,Men,Flipkart,998,249,33,122,28,30,18,51,1
2023,Loafers For Men  (Black) Driving Shoes For Men  (Black),4.2,Men,Flipkart,1998,33,4,19,6,6,1,1,0
10510,SERENE - ELATION Walking Shoes For Women  (Pink),4.2,Women,Flipkart,4999,223,25,134,43,17,8,22,1
7981,Flip Flops,,,Flipkart,999,2039,238,764,307,276,220,,0
5569,Women Tan Flats Sandal,4.1,Women,Flipkart,999,224,25,115,58,25,9,17,1
3273,Ethnic and Traditional Jute Slip On Red Men Mojaris Jutis For Men  (Red),4.2,Men,Flipkart,995,78,10,50,10,9,4,5,0
14693,"Casuals For Women  (Maroon, Brown)",4.4,Women,Flipkart,999,44,2,30,9,1,2,2,0
3178,"Men's Patent Faux Leather Jutti's, Nagra's and Mojari's Mojaris For Men  (Tan)",3.9,Men,Flipkart,999,266,16,135,46,37,18,30,1
8278,Bellies For Women  (Pink),4.1,Women,Flipkart,1299,15,3,9,3,0,1,2,0
94,Sneakers For Women  (Black),3.9,Women,Flipkart,1101,232,34,157,86,18,14,28,1
13811,Fashionable Bellies for Women's and Girl's Pack of 2 Bellies For Women  (Multicolor),4,Women,Flipkart,999,39,6,18,11,4,3,3,0
8926,Women Black Bellies Bellies For Women  (Black),4,Women,Flipkart,1199,351,36,165,80,55,14,30,0
20212,Women Beige Heels Sandal,4,Women,Flipkart,799,2797,388,1362,670,390,154,219,0
16955,Women Gold Heels Sandal,3.4,Women,Flipkart,999,23,1,10,2,1,2,6,0
9938,Running Shoes For Men  (Black),3.9,Men,Flipkart,999,25821,2573,14201,3621,2952,1771,3276,1
9902,Men Grey Flats Sandal,3.6,Men,Flipkart,1499,208,23,84,48,22,19,35,1
5362,Voyager 1.0 Running Shoes For Men  (Black),4.2,Men,Flipkart,2499,1289,191,722,303,141,47,76,1
2822,Woman Comfortable Long Brown Shoe Boots For Women Boots For Women  (Brown),4.1,Women,Flipkart,999,1168,197,642,261,140,47,76,0
5296,Women Pink Bellies Sandal,4,Women,Flipkart,999,470,56,254,93,52,30,41,0
2478,Slip On For Men  (Black),3.9,Men,Flipkart,999,46,6,24,5,9,3,5,0
7367,Men Multicolor Sandal,3.8,Men,Flipkart,998,11883,1700,5122,2485,1926,927,1423,1
20886,Floral IDP Running Shoes For Women  (Grey),4.1,Women,Flipkart,4499,80,12,45,24,9,4,6,1
9046,Slip On Sneakers For Men  (Green),4.1,Men,Flipkart,998,657,85,390,104,65,27,71,1
3897,Bellies For Women  (Black),4,Women,Flipkart,499,3348,578,1661,768,438,185,296,0
18967,Bellies Slip On For Women  (Black),4,Women,Flipkart,499,689,118,362,135,81,43,68,0
2202,Slides,4.3,Men,Flipkart,1899,908,87,528,222,76,29,53,0
16811,UA W Surge SE Walking Shoes For Women  (Pink),4.5,Women,Flipkart,6499,8,1,7,0,0,0,1,1
11474,SFG-48 Slippers,4,Men,Flipkart,424,26281,3064,13751,5823,3081,1248,2378,1
18478,Slip On For Men  (Brown),4.3,Men,Flipkart,1895,37,7,20,11,3,2,1,1
